Iteration,MSE,w,b,Total calc time
990,0.0004211795114687412,0.9866760903569903,0.04810354146490097,0.013567924499511719
1000,0.0004071659758155594,0.986899622802208,0.04729651841120421,0.013567924499511719
1010,0.00039361870021576513,0.9871194050903471,0.04650303461448029,0.013567924499511719
1020,0.0003805221712084663,0.9873355001370081,0.045722862929446856,0.013567924499511719
1030,0.0003678613914985016,0.9875479698022704,0.04495578002159054,0.013567924499511719
1040,0.00035562186278255035,0.987756874908399,0.044201566303234324,0.013567924499511719
1050,0.0003437895691465734,0.9879622752572575,0.0434600058706777,0.013567924499511719
1060,0.00033235096101574656,0.9881642296474251,0.0427308864423914,0.013567924499511719
1070,0.0003212929396382995,0.9883627958910304,0.042013999298248964,0.013567924499511719
1080,0.00031060284208574715,0.9885580308302993,0.04130913921977782,0.013567924499511719
1090,0.00030026842675208454,0.9887499903538275,0.04061610443141289,0.015073299407958984
1100,0.00029027785933549987,0.9889387294125805,0.039934696542735466,0.015073299407958984
1110,0.0002806196992864913,0.9891243020356221,0.03926472049168136,0.015073299407958984
1120,0.0002712828867069307,0.9893067613455816,0.038605984488701874,0.015073299407958984
1130,0.00026225672968493573,0.9894861595738617,0.03795829996186143,0.015073299407958984
1140,0.0002535308920512115,0.9896625480755892,0.03732148150285647,0.015073299407958984
1150,0.00024509538154276046,0.989835977344317,0.03669534681393964,0.015073299407958984
1160,0.00023694053836033005,0.9900064970264785,0.03607971665573487,0.01607966423034668
1170,0.0002290570241067132,0.9901741559355985,0.0354744147959275,0.01607966423034668
1180,0.00022143581109296124,0.9903390020662683,0.03487926795881563,0.01607966423034668
1190,0.00021406817200049798,0.9905010826078835,0.034294105775707545,0.01607966423034668
1200,0.00020694566988713677,0.9906604439581532,0.03371876073615143,0.01658463478088379
1210,0.00020006014852565944,0.990817131736382,0.033153068139983304,0.01658463478088379
1220,0.00019340372306382247,0.9909711907965284,0.032596866050179384,0.01658463478088379
1230,0.00018696877099514333,0.9911226652400462,0.03204999524649944,0.01658463478088379
1240,0.00018074792343008802,0.9912715984285078,0.03151229917990795,0.01658463478088379
1250,0.00017473405665771008,0.9914180329960179,0.03098362392775978,0.01658463478088379
1260,0.0001689202839880545,0.9915620108614174,0.03046381814973785,0.01726078987121582
1270,0.00016329994786591602,0.991703573240284,0.029952733044529906,0.01726078987121582
1280,0.00015786661224709864,0.9918427606567299,0.029450222307232158,0.017590761184692383
1290,0.00015261405522821843,0.991979612955003,0.02895614208746762,0.017590761184692383
1300,0.00014753626192185148,0.9921141693108922,0.028470350948206973,0.017590761184692383
1310,0.00014262741756859538,0.9922464682429429,0.027992709825280366,0.017590761184692383
1320,0.00013788190087845882,0.9923765476234825,0.027523081987568462,0.017590761184692383
1330,0.00013329427759367746,0.9925044446894624,0.02706133299786132,0.017590761184692383
1340,0.0001288592942657616,0.9926301960531179,0.02660733067437389,0.017590761184692383
1350,0.00012457187223960367,0.9927538377124477,0.026160945052907274,0.017590761184692383
1360,0.0001204271018377226,0.99287540506152,0.025722048349644866,0.018590688705444336
1370,0.0001164202367380284,0.9929949329006045,0.02529051492457234,0.018590688705444336
1380,0.00011254668853861037,0.9931124554461332,0.024866221245511588,0.018590688705444336
1390,0.00010880202150345096,0.9932280063404969,0.024449045852758127,0.018590688705444336
1400,0.00010518194748284973,0.9933416186616749,0.024038869324311422,0.019095897674560547
1410,0.00010168232100296398,0.9934533249327039,0.023635574241688894,0.019095897674560547
1420,9.82991345186447e-05,0.9935631571309887,0.02323904515631329,0.019095897674560547
1430,9.50285138242785e-05,0.9936711466974555,0.022849168556463975,0.019095897674560547
1440,9.186671361727771e-05,0.9937773245455531,0.022465832834782772,0.019095897674560547
1450,8.88101132092325e-05,0.9938817210701018,0.02208892825632473,0.019095897674560547
1460,8.585521237970037e-05,0.9939843661559938,0.021718346927145117,0.019095897674560547
1470,8.299862736800651e-05,0.9940852891867494,0.021353982763413406,0.019095897674560547
1480,8.023708699836596e-05,0.9941845190529272,0.020995731461045275,0.02010202407836914
1490,7.75674289339496e-05,0.9942820841603953,0.020643490465844225,0.02010202407836914
1500,7.498659605558807e-05,0.9943780124384625,0.020297158944144057,0.02010202407836914
1510,7.249163296094231e-05,0.994472331347873,0.01995663775394385,0.02010202407836914
1520,7.007968258018117e-05,0.9945650678886684,0.01962182941652736,0.02010202407836914
1530,6.77479829042508e-05,0.9946562486079159,0.019292638088558352,0.02010202407836914
1540,6.549386382199064e-05,0.9947458996073082,0.01896896953464416,0.02010202407836914
1550,6.33147440624977e-05,0.9948340465506353,0.018650731100359662,0.02010202407836914
1560,6.120812823924025e-05,0.9949207146711313,0.018337831685723577,0.021101951599121094
1570,5.917160399247966e-05,0.9950059287786974,0.018030181719119995,0.021101951599121094
1580,5.7202839226801075e-05,0.9950897132670045,0.017727693131657275,0.021101951599121094
1590,5.5299579440561566e-05,0.9951720921204757,0.017430279331957132,0.021101951599121094
1600,5.3459645144152745e-05,0.9952530889211529,0.017137855181366738,0.021101951599121094
1610,5.1680929364218944e-05,0.9953327268554467,0.016850336969586596,0.021101951599121094
1620,4.996139523087812e-05,0.995411028720774,0.016567642390707453,0.021101951599121094
1630,4.829907364522217e-05,0.9954880169320847,0.016289690519649062,0.021101951599121094
1640,4.669206102444328e-05,0.9955637135282771,0.01601640178899429,0.02210235595703125
1650,4.5138517121976154e-05,0.9956381401785082,0.015747697966211952,0.02210235595703125
1660,4.363666292015528e-05,0.9957113181883956,0.015483502131261631,0.02210235595703125
1670,4.218477859300757e-05,0.9957832685061172,0.01522373865457439,0.02210235595703125
1680,4.0781201536819285e-05,0.9958540117284079,0.01496833317540274,0.02210235595703125
1690,3.942432446622409e-05,0.9959235681064548,0.014717212580533866,0.02210235595703125
1700,3.8112593573656295e-05,0.9959919575516958,0.01447030498336011,0.02210235595703125
1710,3.684450675001935e-05,0.9960591996415186,0.014227539703300315,0.02210235595703125
1720,3.5618611864570874e-05,0.996125313624865,0.013988847245566661,0.0231020450592041
1730,3.4433505102041356e-05,0.9961903184277413,0.013754159281270863,0.0231020450592041
1740,3.328782935506946e-05,0.9962542326586363,0.013523408627864143,0.0231020450592041
1750,3.2180272670134674e-05,0.9963170746138481,0.013296529229905226,0.0231020450592041
1760,3.1109566745198274e-05,0.9963788622827215,0.013073456140151186,0.0231020450592041
1770,3.0074485477312326e-05,0.9964396133527977,0.012854125500965423,0.0231020450592041
1780,2.907384355857733e-05,0.9964993452148783,0.012638474526037549,0.0231020450592041
1790,2.8106495118805897e-05,0.9965580749680024,0.012426441482409921,0.0231020450592041
1800,2.717133241333716e-05,0.9966158194243425,0.01221796567280582,0.024101972579956055
1810,2.6267284554524134e-05,0.9966725951140164,0.01201298741825411,0.024101972579956055
1820,2.5393316285430364e-05,0.99672841828982,0.011811448041005262,0.024101972579956055
1830,2.454842679430197e-05,0.9967833049318792,0.011613289847734016,0.024101972579956055
1840,2.3731648568524218e-05,0.996837270752225,0.011418456113024012,0.024101972579956055
1850,2.2942046286674453e-05,0.9968903311992904,0.011226891063129312,0.024101972579956055
1860,2.2178715747461652e-05,0.9969425014623335,0.011038539860008459,0.02510523796081543
1870,2.1440782834283798e-05,0.9969937964757858,0.010853348585626338,0.02510523796081543
1880,2.0727402514257697e-05,0.9970442309235262,0.010671264226519463,0.02510523796081543
1890,2.0037757870531226e-05,0.997093819243086,0.010492234658620076,0.02510523796081543
1900,1.9371059166813743e-05,0.9971425756297806,0.010316208632335068,0.02510523796081543
1910,1.8726542943013055e-05,0.9971905140407735,0.010143135757875,0.02510523796081543
1920,1.8103471140975144e-05,0.9972376481990722,0.009972966490829373,0.02510523796081543
1930,1.7501130259302443e-05,0.997283991597456,0.009805652117983893,0.02510523796081543
1940,1.691883053630614e-05,0.9973295575023381,0.009641144743375737,0.02510523796081543
1950,1.6355905160131623e-05,0.9973743589575648,0.009479397274582618,0.026270627975463867
1960,1.5811709505166853e-05,0.9974184087881478,0.009320363409241934,0.026270627975463867
1970,1.5285620393862615e-05,0.9974617196039368,0.009163997621796163,0.026270627975463867
1980,1.4777035383105111e-05,0.9975043038032285,0.00901025515046049,0.026270627975463867
1990,1.428537207434927e-05,0.9975461735763155,0.008859091984409229,0.026270627975463867
2000,1.3810067446674815e-05,0.9975873409089769,0.008710464851177147,0.026270627975463867
2010,1.3350577212067888e-05,0.997627817585909,0.00856433120427208,0.026270627975463867
2020,1.2906375192127337e-05,0.9976676151940984,0.008420649210995486,0.026270627975463867
2030,1.2476952715526047e-05,0.9977067451261395,0.00827937774046718,0.02732062339782715
2040,1.2061818035512373e-05,0.9977452185834954,0.008140476351851195,0.02732062339782715
2050,1.1660495766788459e-05,0.9977830465797041,0.008003905282779033,0.02732062339782715
2060,1.1272526341134277e-05,0.9978202399435327,0.007869625437967199,0.02732062339782715
2070,1.0897465481141524e-05,0.997856809322076,0.007737598378025426,0.02732062339782715
2080,1.0534883691451985e-05,0.9978927651838042,0.007607786308453178,0.02732062339782715
2090,1.0184365766927047e-05,0.997928117821561,0.0074801520688203265,0.02732062339782715
2100,9.845510317187442e-06,0.9979628773555084,0.007354659122129463,0.02732062339782715
2110,9.517929306960708e-06,0.9979970537360253,0.007231271544356828,0.02832794189453125
2120,9.201247611730945e-06,0.9980306567465547,0.007109954014168409,0.02832794189453125
2130,8.895102588173408e-06,0.9980636960064048,0.0069906718028088675,0.02832794189453125
2140,8.599143658871711e-06,0.9980961809735029,0.006873390764159958,0.02832794189453125
2150,8.313031910867171e-06,0.9981281209471027,0.00675807732496568,0.02832794189453125
2160,8.036439707550746e-06,0.9981595250704463,0.006644698475221516,0.02832794189453125
2170,7.769050313479904e-06,0.9981904023333811,0.0065332217587248725,0.02832794189453125
2180,7.510557531675033e-06,0.9982207615749339,0.006423615263784111,0.02832794189453125
2190,7.2606653529720875e-06,0.9982506114858412,0.006315847614083372,0.0293276309967041
2200,7.01908761706863e-06,0.9982799606110365,0.006209887959700753,0.0293276309967041
2210,6.78554768481636e-06,0.9983088173520974,0.006105705968276925,0.0293276309967041
2220,6.5597781214400014e-06,0.9983371899696492,0.006003271816332226,0.0293276309967041
2230,6.341520390285315e-06,0.9983650865857306,0.005902556180729332,0.0293276309967041
2240,6.130524556763892e-06,0.9983925151861192,0.0058035302302790115,0.0293276309967041
2250,5.926549002137949e-06,0.998419483622616,0.005706165617486872,0.0293276309967041
2260,5.729360146839191e-06,0.9984459996152946,0.005610434470438519,0.0293276309967041
2270,5.538732182986722e-06,0.9984720707547101,0.005516309384820794,0.0303802490234375
2280,5.354446815806597e-06,0.9984977045040727,0.0054237634160770294,0.0303802490234375
2290,5.176293013655531e-06,0.9985229082013839,0.005332770071693767,0.0303802490234375
2300,5.004066766359754e-06,0.998547689061537,0.005243303303616795,0.0303802490234375
2310,4.837570851597321e-06,0.9985720541783825,0.005155337500794747,0.0303802490234375
2320,4.676614609050602e-06,0.998596010526759,0.005068847481847506,0.0303802490234375
2330,4.52101372207654e-06,0.9986195649644896,0.0049838084878576746,0.0303802490234375
2340,4.370590006634477e-06,0.998642724234345,0.004900196175283023,0.0303802490234375
2350,4.225171207250086e-06,0.9986654949659741,0.004817986608987867,0.0313873291015625
2360,4.084590799747899e-06,0.9986878836778015,0.00473715625539127,0.0313873291015625
2370,3.948687800569944e-06,0.9987098967788934,0.0046576819757303,0.0313873291015625
2380,3.817306582420254e-06,0.9987315405707927,0.004579541019436141,0.0313873291015625
2390,3.6902966960529823e-06,0.9987528212493223,0.004502711017621544,0.0313873291015625
2400,3.5675126979880978e-06,0.9987737449063592,0.004427169976677457,0.0313873291015625
2410,3.4488139839605573e-06,0.9987943175315785,0.004352896271976948,0.0313873291015625
2420,3.3340646279028805e-06,0.9988145450141677,0.004279868641684929,0.0313873291015625
2430,3.22313322630098e-06,0.9988344331445123,0.004208066180671643,0.03238558769226074
2440,3.1158927477126136e-06,0.9988539876158538,0.004137468334528388,0.03238558769226074
2450,3.0122203872992085e-06,0.9988732140259197,0.004068054893683487,0.03238558769226074
2460,2.9119974262026467e-06,0.9988921178785254,0.0039998059876169235,0.03238558769226074
2470,2.815109095591241e-06,0.9989107045851497,0.003932702079172352,0.03238558769226074
2480,2.7214444452356442e-06,0.998928979466485,0.0038667239589641445,0.03238558769226074
2490,2.6308962164565778e-06,0.9989469477539583,0.0038018527398784897,0.03238558769226074
2500,2.5433607192988307e-06,0.998964614591231,0.0037380698516668205,0.03238558769226074
2510,2.4587377137910845e-06,0.9989819850356702,0.003675357035629667,0.03338813781738281
2520,2.3769302951586073e-06,0.9989990640597961,0.003613696339390001,0.03338813781738281
2530,2.2978447828554714e-06,0.9990158565527065,0.003553070111754048,0.03338813781738281
2540,2.221390613283281e-06,0.9990323673214758,0.0034934609976584076,0.03338813781738281
2550,2.147480236090209e-06,0.999048601092531,0.0034348519332019437,0.03338813781738281
2560,2.076029013906616e-06,0.9990645625130046,0.0033772261407610223,0.03338813781738281
2570,2.0069551254308354e-06,0.9990802561520654,0.003320567124186721,0.03338813781738281
2580,1.940179471728001e-06,0.9990956865022262,0.003264858664082525,0.03438735008239746
2590,1.8756255856530364e-06,0.9991108579806298,0.0032100848131613935,0.03438735008239746
2600,1.8132195442837578e-06,0.9991257749303135,0.003156229891680536,0.03438735008239746
2610,1.7528898842718124e-06,0.9991404416214524,0.003103278482952953,0.03438735008239746
2620,1.6945675200052226e-06,0.9991548622525819,0.0030512154289341524,0.03438735008239746
2630,1.6381856644983916e-06,0.9991690409517991,0.0030000258258829934,0.03438735008239746
2640,1.583679752907645e-06,0.9991829817779453,0.0029496950200952614,0.03438735008239746
2650,1.5309873686003202e-06,0.9991966887217671,0.002900208603708897,0.03438735008239746
2660,1.480048171677956e-06,0.9992101657070593,0.002851552410579528,0.03538775444030762
2670,1.4308038298771464e-06,0.9992234165917884,0.002803712512225253,0.03538775444030762
2680,1.3831979517736132e-06,0.9992364451691957,0.0027566752138393305,0.03538775444030762
2690,1.3371760222048944e-06,0.9992492551688851,0.0027104270503699895,0.03538775444030762
2700,1.292685339843931e-06,0.9992618502578889,0.0026649547826657774,0.03589653968811035
2710,1.249674956848069e-06,0.999274234041719,0.0026202453936857626,0.03589653968811035
2720,1.2080956205182771e-06,0.9992864100653981,0.0025762860847731257,0.03589653968811035
2730,1.167899716895995e-06,0.9992983818144746,0.0025330642719914717,0.03589653968811035
2740,1.1290412162415155e-06,0.999310152716021,0.002490567582522458,0.03640246391296387
2750,1.091475620321095e-06,0.9993217261396141,0.0024487838511239534,0.03640246391296387
2760,1.055159911452583e-06,0.9993331053983002,0.00240770111664752,0.03640246391296387
2770,1.0200525032421806e-06,0.9993442937495436,0.0023673076186144387,0.03640246391296387
2780,9.861131929646415e-07,0.9993552943961583,0.0023275917938490468,0.03640246391296387
2790,9.533031155242543e-07,0.9993661104872257,0.002288542273168676,0.03640246391296387
2800,9.21584698948567e-07,0.9993767451189957,0.0022501478781290496,0.03640246391296387
2810,8.909216213667763e-07,0.9993872013357726,0.002212397617824336,0.03640246391296387
2820,8.612787694111236e-07,0.9993974821307878,0.002175280685740819,0.03741097450256348
2830,8.326221980112278e-07,0.9994075904470554,0.0021387864566634104,0.03741097450256348
2840,8.049190915219857e-07,0.9994175291782152,0.002102904483634008,0.03759503364562988
2850,7.78137726142353e-07,0.9994273011693613,0.0020676244949609625,0.03759503364562988
2860,7.522474335912002e-07,0.9994369092178557,0.0020329363912786284,0.03759503364562988
2870,7.27218565986223e-07,0.9994463560741302,0.0019988302426563213,0.03759503364562988
2880,7.03022461891154e-07,0.9994556444424729,0.0019652962857557247,0.03759503364562988
2890,6.796314134986207e-07,0.9994647769818028,0.0019323249210359927,0.03759503364562988
2900,6.570186348977435e-07,0.9994737563064304,0.0018999067100057955,0.03759503364562988
2910,6.351582314018671e-07,0.999482584986807,0.0018680323725213904,0.03759503364562988
2920,6.140251698951003e-07,0.9994912655502595,0.0018366927841300244,0.038602352142333984
2930,5.93595250167662e-07,0.9994998004817146,0.0018058789734580272,0.038602352142333984
2940,5.738450772001981e-07,0.99950819222441,0.0017755821196425707,0.038602352142333984
2950,5.547520343768399e-07,0.9995164431805932,0.0017457935498066065,0.038602352142333984
2960,5.362942575841229e-07,0.9995245557122104,0.0017165047365761356,0.038602352142333984
2970,5.184506101734463e-07,0.9995325321415814,0.0016877072956391224,0.038602352142333984
2980,5.012006587578613e-07,0.9995403747520655,0.0016593929833453697,0.038602352142333984
2990,4.845246498124295e-07,0.9995480857887137,0.0016315536943466527,0.038602352142333984
3000,4.684034870536606e-07,0.9995556674589128,0.0016041814592765197,0.03960156440734863
3010,4.528187095724295e-07,0.9995631219330169,0.0015772684424689644,0.03960156440734863
3020,4.3775247069281776e-07,0.999570451344968,0.0015508069397151775,0.03960156440734863
3030,4.231875175355845e-07,0.9995776577929082,0.0015247893760583328,0.03960156440734863
3040,4.0910717126186563e-07,0.9995847433397782,0.0014992083036250489,0.04010820388793945
3050,3.9549530797245564e-07,0.9995917100139107,0.0014740563994933976,0.04010820388793945
3060,3.823363402445506e-07,0.9995985598096083,0.001449326463596491,0.04010820388793945
3070,3.696151992829915e-07,0.9996052946877163,0.0014250114166615602,0.04010820388793945
3080,3.573173176624845e-07,0.999611916576183,0.0014011042981832674,0.04010820388793945
3090,3.454286126464059e-07,0.9996184273706118,0.0013775982644311958,0.04010820388793945
3100,3.339354700619804e-07,0.9996248289348042,0.0013544865864908327,0.04010820388793945
3110,3.228247287080306e-07,0.9996311231012933,0.001331762648337174,0.04111480712890625
3120,3.120836652842773e-07,0.9996373116718676,0.0013094199449409044,0.04111480712890625
3130,3.016999798219184e-07,0.9996433964180881,0.001287452080406249,0.04111480712890625
3140,2.9166178159843805e-07,0.9996493790817936,0.0012658527661400297,0.04111480712890625
3150,2.8195757552050117e-07,0.9996552613756016,0.001244615819051499,0.04111480712890625
3160,2.725762489611876e-07,0.9996610449833967,0.0012237351597822947,0.04111480712890625
3170,2.635070590338828e-07,0.9996667315608136,0.0012032048109661883,0.0421144962310791
3180,2.5473962029064614e-07,0.9996723227357105,0.0011830188955180027,0.0421144962310791
3190,2.4626389283013895e-07,0.9996778201086356,0.0011631716349511574,0.0421144962310791
3200,2.3807017079867615e-07,0.9996832252532851,0.0011436573477235463,0.0421144962310791
3210,2.3014907127790981e-07,0.9996885397169534,0.0011244704476110882,0.0421144962310791
3220,2.224915235386252e-07,0.9996937650209763,0.001105605442108612,0.0421144962310791
3230,2.1508875865395837e-07,0.9996989026611663,0.0010870569308576105,0.0421144962310791
3240,2.0793229945800338e-07,0.9997039541082419,0.0010688196041002177,0.0421144962310791
3250,2.0101395083804125e-07,0.999708920808246,0.0010508882411592434,0.043114423751831055
3260,1.943257903502299e-07,0.9997138041829632,0.0010332577089437766,0.043114423751831055
3270,1.8786015914735068e-07,0.999718605630324,0.0010159229604796848,0.043114423751831055
3280,1.8160965320790012e-07,0.999723326524807,0.0009988790334647885,0.043114423751831055
3290,1.755671148580922e-07,0.9997279682178306,0.0009821210488484575,0.043114423751831055
3300,1.6972562457523197e-07,0.9997325320381413,0.0009656442094348822,0.043114423751831055
3310,1.6407849306367865e-07,0.9997370192921932,0.0009494437985097907,0.043114423751831055
3320,1.5861925359481567e-07,0.9997414312645222,0.0009335151784902669,0.04411482810974121
3330,1.5334165460195734e-07,0.9997457692181144,0.0009178537895971656,0.04411482810974121
3340,1.482396525212588e-07,0.9997500343947666,0.0009024551485497361,0.04411482810974121
3350,1.433074048709632e-07,0.999754228015442,0.000887314847282344,0.04411482810974121
3360,1.3853926356094087e-07,0.9997583512806206,0.0008724285516825571,0.04411482810974121
3370,1.339297684254587e-07,0.9997624053706419,0.0008577920003503943,0.04411482810974121
3380,1.2947364096978216e-07,0.9997663914460427,0.0008434010033784887,0.04411482810974121
3390,1.2516577832576108e-07,0.9997703106478903,0.0008292514411527098,0.045114755630493164
3400,1.210012474087239e-07,0.9997741640981083,0.0008153392631728403,0.045114755630493164
3410,1.169752792681604e-07,0.9997779528997979,0.000801660486893038,0.045114755630493164
3420,1.1308326362650991e-07,0.999781678137554,0.0007882111965818087,0.045114755630493164
3430,1.093207436002358e-07,0.9997853408777755,0.0007749875422010231,0.04562044143676758
